RECID|PLU|BARCD|ADDID|ADDTIME|UPDID|UPDTIME
|10000019|18992702000015|BCN31105.CSV|31/10/2025 06:43:04||
|10000019|8992702000018|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000020|18993007001646|BCN31105.CSV|31/10/2025 06:43:04||
|10000020|8992702000063|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000021|18992702000022|BCN31105.CSV|31/10/2025 06:43:04||
|10000021|8992702000025|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000052|18999918457169|BCN31105.CSV|31/10/2025 06:43:04||
|10000052|8999918181685|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000060|8992903113203|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000069|8995858999953|BCN31105.CSV|31/10/2025 06:43:04||
|10000069|8995858999991|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000073|8998667000582|BCN31105.CSV|31/10/2025 06:43:04||
|10000073|8998667100206|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000073|8998667700109|BCN31105.CSV|31/10/2025 06:43:04||
|10000075|8998667000629|BCN31105.CSV|31/10/2025 06:43:04||
|10000075|8998667100084|TRF|26/06/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000075|8998667700062|BCN31105.CSV|31/10/2025 06:43:04||
|10000077|18999908000221|BCN31105.CSV|31/10/2025 06:43:04||
|10000077|8999908000200|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000088|18992753016577|BCN31105.CSV|31/10/2025 06:43:04||
|10000088|18992753102201|BCN31105.CSV|31/10/2025 06:43:04||
|10000088|18992753102805|BCN31105.CSV|31/10/2025 06:43:04||
|10000088|8992753102204|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000090|8886022830243|BCN31105.CSV|31/10/2025 06:43:04||
|10000090|8886022930240|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000090|8999801310215|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000090|8999801310239|BCN31105.CSV|31/10/2025 06:43:04||
|10000097|8888115000144|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000097|8994472000038|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000098|8993338001011|BCN31105.CSV|31/10/2025 06:43:04||
|10000098|8993338005033|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000101|4902931110185|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000102|4902931110178|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000103|8993039112504|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000103|8993039242652|BCN31105.CSV|31/10/2025 06:43:04||
|10000104|8993039111255|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000104|8993039242645|BCN31105.CSV|31/10/2025 06:43:04||
|10000107||BCN31105.CSV|31/10/2025 06:43:04|BCN31105.CSV|31/10/2025 06:43:04
|10000107|0738989714013|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000107|0738989714044|BCN31105.CSV|31/10/2025 06:43:04||
|10000107|8997225200037|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000107|8997225200044|BCN31105.CSV|31/10/2025 06:43:04||
|10000116|0711844120013|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000116|18994907001880|BCN31105.CSV|31/10/2025 06:43:04||
|10000117|0711844135017|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000117|18998888710113|BCN31105.CSV|31/10/2025 06:43:04||
|10000117|8998888710116|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000126|18991001400021|BCN31105.CSV|31/10/2025 06:43:04||
|10000126|8991001400024|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000128|8991001301017|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000128|98991001103539|BCN31105.CSV|31/10/2025 06:43:04||
|10000129|8991001301024|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000132|18888166989556|BCN31105.CSV|31/10/2025 06:43:04||
|10000132|8888166989559|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000133|18888166603612|BCN31105.CSV|31/10/2025 06:43:04||
|10000133|8888166603615|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000135|18992804000012|BCN31105.CSV|31/10/2025 06:43:04||
|10000135|8992804119816|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000143|000318|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000143|0896865350516|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000143|10089686535058|BCN31105.CSV|31/10/2025 06:43:04||
|10000144|14987176006889|BCN31105.CSV|31/10/2025 06:43:04||
|10000144|4987176002693|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000144|4987176006875|BCN31105.CSV|31/10/2025 06:43:04||
|10000144|4987176006882|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000144|4987176600530|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000146|0896865351506|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000149|8885015220061|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000149|8992695203441|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000154|8992112014018|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000154|8992112014056|BCN31105.CSV|31/10/2025 06:43:04||
|10000154|8992112014063|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000154|8992112014087|BCN31105.CSV|31/10/2025 06:43:04||
|10000155|8992112000608|BCN31105.CSV|31/10/2025 06:43:04||
|10000155|8992112000615|TRF|20/10/2025 00:00:00|TRF|30/10/2025 00:00:00
|10000155|8992112007010|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000155|8992112025014|BCN31105.CSV|31/10/2025 06:43:04||
|10000155|8992112025021|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000159|14987176018233|BCN31105.CSV|31/10/2025 06:43:04||
|10000159|4902430393126|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000159|4987176018083|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000172|18996001340094|BCN31105.CSV|31/10/2025 06:43:04||
|10000172|38996001320052|BCN31105.CSV|31/10/2025 06:43:04||
|10000172|8996001320051|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000175|18888166336602|BCN31105.CSV|31/10/2025 06:43:04||
|10000175|8888166336605|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000178|38992628020146|BCN31105.CSV|31/10/2025 06:43:04||
|10000178|8992628020145|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000181|28992628010133|BCN31105.CSV|31/10/2025 06:43:04||
|10000181|8992628010139|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000184|0089686010046|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000184|10089686010043|BCN31105.CSV|31/10/2025 06:43:04||
|10000185|0089686010190|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000185|0089686010527|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000185|10089686010197|BCN31105.CSV|31/10/2025 06:43:04||
|10000185|10089686010524|BCN31105.CSV|31/10/2025 06:43:04||
|10000189|18998866102619|BCN31105.CSV|31/10/2025 06:43:04||
|10000189|8998866102612|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000193|8993094003472|TRF|23/08/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000197|89917015|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000197|8991771200329|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000197|8991771200442|BCN31105.CSV|31/10/2025 06:43:04||
|10000206|18888166336565|BCN31105.CSV|31/10/2025 06:43:04||
|10000206|8888166336568|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000210|08999999010133|BCN31105.CSV|31/10/2025 06:43:04||
|10000210|28719200171750|BCN31105.CSV|31/10/2025 06:43:04||
|10000210|8719200171404|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000210|8999999034160|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000210|8999999084950|BCN31105.CSV|31/10/2025 06:43:04||
|10000210|8999999197049|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000212|0711844120037|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000212|18994907001811|BCN31105.CSV|31/10/2025 06:43:04||
|10000213|18851019005000|BCN31105.CSV|31/10/2025 06:43:04||
|10000213|18851019912117|BCN31105.CSV|31/10/2025 06:43:04||
|10000213|18990044000007|BCN31105.CSV|31/10/2025 06:43:04||
|10000213|8851019005003|BCN31105.CSV|31/10/2025 06:43:04||
|10000213|8851019210117|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000213|8851019912110|BCN31105.CSV|31/10/2025 06:43:04||
|10000213|8990044000000|TRF|24/11/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000213|8990044000130|BCN31105.CSV|31/10/2025 06:43:04||
|10000234|8992965010014|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000234|8994591010017|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000245|8993575411222|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000245|8994093800024|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000255|18992753016553|BCN31105.CSV|31/10/2025 06:43:04||
|10000255|18992753023728|BCN31105.CSV|31/10/2025 06:43:04||
|10000255|18992753023735|BCN31105.CSV|31/10/2025 06:43:04||
|10000255|18992753100108|BCN31105.CSV|31/10/2025 06:43:04||
|10000255|18992753100801|BCN31105.CSV|31/10/2025 06:43:04||
|10000255|8992753100101|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000278|0711844162419|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000278|18994907002412|BCN31105.CSV|31/10/2025 06:43:04||
|10000279|18886020001093|BCN31105.CSV|31/10/2025 06:43:04||
|10000279|28886020001090|BCN31105.CSV|31/10/2025 06:43:04||
|10000279|28886020001298|BCN31105.CSV|31/10/2025 06:43:04||
|10000279|8886020001096|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000280|4026700407563|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000289|8993113031059|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000304|#ASP85|BCN31105.CSV|31/10/2025 06:43:04||
|10000304|18991002105437|BCN31105.CSV|31/10/2025 06:43:04||
|10000304|8991002105430|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000304|ASP85|BCN31105.CSV|31/10/2025 06:43:04||
|10000304|SMRG0654748|BCN31105.CSV|31/10/2025 06:43:04||
|10000305|08999999012885|BCN31105.CSV|31/10/2025 06:43:04||
|10000305|8990121014029|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000305|8999999002503|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000310|28996001302020|BCN31105.CSV|31/10/2025 06:43:04||
|10000310|8996001302026|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000312|8992741950237|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000313|8886022741532|BCN31105.CSV|31/10/2025 06:43:04||
|10000313|8886022941512|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000318|18992765301005|BCN31105.CSV|31/10/2025 06:43:04||
|10000318|7702018997633|BCN31105.CSV|31/10/2025 06:43:04||
|10000318|8992765301008|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000320|0711844130111|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000320|18994907002276|BCN31105.CSV|31/10/2025 06:43:04||
|10000322|8996001370032|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000322|8996001501009|BCN31105.CSV|31/10/2025 06:43:04||
|10000322|8996001501023|BCN31105.CSV|31/10/2025 06:43:04||
|10000324|0711844115057|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000324|18994907001729|BCN31105.CSV|31/10/2025 06:43:04||
|10000341|0011747233040|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000348|0011747233033|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000348|18995077600033|BCN31105.CSV|31/10/2025 06:43:04||
|10000348|60003|BCN31105.CSV|31/10/2025 06:43:04||
|10000360|18888166603551|BCN31105.CSV|31/10/2025 06:43:04||
|10000360|8888166603554|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000405|18998009010610|BCN31105.CSV|31/10/2025 06:43:04||
|10000405|8998009010613|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000418|8991001501011|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000425|8993176110074|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000426|18886008101098|BCN31105.CSV|31/10/2025 06:43:04||
|10000426|8886008101091|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000430|8993039112511|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000430|8993039242669|BCN31105.CSV|31/10/2025 06:43:04||
|10000431|18991188943021|BCN31105.CSV|31/10/2025 06:43:04||
|10000431|8991188943024|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000439|88992628510154|BCN31105.CSV|31/10/2025 06:43:04||
|10000439|8992628508155|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000439|8992628510158|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000442|18993496106518|BCN31105.CSV|31/10/2025 06:43:04||
|10000442|8998225800043|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000450|8992957251579|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000451|08999999016531|BCN31105.CSV|31/10/2025 06:43:04||
|10000451|08999999186951|BCN31105.CSV|31/10/2025 06:43:04||
|10000451|8999999574376|TRF|03/04/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000451|8999999707712|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000451|8999999707835|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000452|8886029101049|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000452|8997014050010|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000452|8997014050225|TRF|24/08/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000452|8997014050386|BCN31105.CSV|31/10/2025 06:43:04||
|10000461|18888166989631|BCN31105.CSV|31/10/2025 06:43:04||
|10000461|8888166989634|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000465|18998009070171|BCN31105.CSV|31/10/2025 06:43:04||
|10000465|8998009070037|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000465|8998009070174|BCN31105.CSV|31/10/2025 06:43:04||
|10000473|18999908000726|BCN31105.CSV|31/10/2025 06:43:04||
|10000473|8999908000705|TRF|21/03/2025 00:00:00|TRF|30/10/2025 00:00:00
|10000475|006904|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870075439|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870075446|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870698553|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870698560|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870698874|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870729134|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870729141|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870729158|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870775667|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870775674|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870775681|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870775698|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870775704|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870775711|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870867911|TRF|23/09/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870867928|TRF|23/09/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870867935|TRF|23/09/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870867942|TRF|23/09/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870867959|TRF|23/09/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000475|4902870867966|TRF|23/09/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000482|18886020001055|BCN31105.CSV|31/10/2025 06:43:04||
|10000482|28886020001052|BCN31105.CSV|31/10/2025 06:43:04||
|10000482|8886020001058|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000501|18991001400076|BCN31105.CSV|31/10/2025 06:43:04||
|10000501|28991001400073|BCN31105.CSV|31/10/2025 06:43:04||
|10000501|8991001400079|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000507|18994357010012|BCN31105.CSV|31/10/2025 06:43:04||
|10000507|8994357010015|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000508|8993093135006|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000509|8993093115008|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000517|8990090310092|TRF|06/10/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000525|8993005116024|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000527|8886022710088|BCN31105.CSV|31/10/2025 06:43:04||
|10000527|8886022710187|BCN31105.CSV|31/10/2025 06:43:04||
|10000527|8886022910075|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000527|8886022911072|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000527|8999801110266|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000527|8999801110273|BCN31105.CSV|31/10/2025 06:43:04||
|10000542|8993077860603|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000548|8993176190014|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000549|8995201800028|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000552|8992843101902|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000553|8992843100301|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000555|001926|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000555|8993498210230|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000562|18888166989945|BCN31105.CSV|31/10/2025 06:43:04||
|10000562|8888166989948|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000578|8992802618519|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000578|8992802618717|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000579|8992802026239|BCN31105.CSV|31/10/2025 06:43:04||
|10000579|8992802618502|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000579|8992802618700|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000587|8714700524002|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000610|8886022750954|BCN31105.CSV|31/10/2025 06:43:04||
|10000610|8886022850951|BCN31105.CSV|31/10/2025 06:43:04||
|10000610|8886022950958|TRF|31/07/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000621|8994573000807|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000621|8994573590247|BCN31105.CSV|31/10/2025 06:43:04||
|10000632|8995151130138|TRF|17/10/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000632|8995151130473|TRF|17/10/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000632|8995151181185|BCN31105.CSV|31/10/2025 06:43:04||
|10000638|19311931034032|BCN31105.CSV|31/10/2025 06:43:04||
|10000638|9311931184037|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000652|0089686010015|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000652|10089686010012|BCN31105.CSV|31/10/2025 06:43:04||
|10000653|18994357010029|BCN31105.CSV|31/10/2025 06:43:04||
|10000653|8994357010022|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000656|002834|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000656|8997012700023|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000665|8992725051219|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000665|8992725053213|BCN31105.CSV|31/10/2025 06:43:04||
|10000675|002972|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000680|8996838101007|TRF|14/10/2024 00:00:00|TRF|30/10/2025 00:00:00
|10000680|8996838101014|TRF|14/10/2024 00:00:00|TRF|30/10/2025 00:00:00
|10000700|0711844150003|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000700|18994907002078|BCN31105.CSV|31/10/2025 06:43:04||
|10000700|711844150003|TRF|19/12/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000704|18998888110111|BCN31105.CSV|31/10/2025 06:43:04||
|10000704|8998888110114|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000713|0089686010107|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000713|10089686010104|BCN31105.CSV|31/10/2025 06:43:04||
|10000720|0089686530322|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000720|10089686558217|BCN31105.CSV|31/10/2025 06:43:04||
|10000721|0089686530025|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000721|10089686558101|BCN31105.CSV|31/10/2025 06:43:04||
|10000724|0089686535044|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000726|18886001026022|BCN31105.CSV|31/10/2025 06:43:04||
|10000726|8886001026025|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000731|18888166989396|BCN31105.CSV|31/10/2025 06:43:04||
|10000731|8888166989399|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000734|18888166337036|BCN31105.CSV|31/10/2025 06:43:04||
|10000734|8888166337039|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000739|0089686598025|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000739|10089686598022|BCN31105.CSV|31/10/2025 06:43:04||
|10000752|08999999011260|BCN31105.CSV|31/10/2025 06:43:04||
|10000752|08999999012922|BCN31105.CSV|31/10/2025 06:43:04||
|10000752|08999999060060|BCN31105.CSV|31/10/2025 06:43:04||
|10000752|28992884138015|BCN31105.CSV|31/10/2025 06:43:04||
|10000752|8999999000066|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000752|8999999191832|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000752|8999999193348|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000752|8999999195038|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000753|08999999011246|BCN31105.CSV|31/10/2025 06:43:04||
|10000753|08999999013745|BCN31105.CSV|31/10/2025 06:43:04||
|10000753|08999999060183|BCN31105.CSV|31/10/2025 06:43:04||
|10000753|8999999000189|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000753|8999999191801|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000753|8999999193331|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000753|8999999195069|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000757|8992957246247|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000760|5000357101035|BCN31105.CSV|31/10/2025 06:43:04||
|10000760|50819515|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000763|18997212800315|BCN31105.CSV|31/10/2025 06:43:04||
|10000763|8992696402287|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000763|8992696418936|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000763|8997212800318|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000765|19555192510199|BCN31105.CSV|31/10/2025 06:43:04||
|10000765|8992919856019|TRF|13/03/2024 00:00:00|TRF|30/10/2025 00:00:00
|10000765|8992919856217|BCN31105.CSV|31/10/2025 06:43:04||
|10000765|9555192510192|BCN31105.CSV|31/10/2025 06:43:04||
|10000765|9555192510208|TRF|13/03/2024 00:00:00|TRF|30/10/2025 00:00:00
|10000766|19555192510175|BCN31105.CSV|31/10/2025 06:43:04||
|10000766|8992919856033|TRF|13/03/2024 00:00:00|TRF|30/10/2025 00:00:00
|10000766|8992919856231|BCN31105.CSV|31/10/2025 06:43:04||
|10000766|9555192510178|BCN31105.CSV|31/10/2025 06:43:04||
|10000766|9555192510185|TRF|13/03/2024 00:00:00|TRF|30/10/2025 00:00:00
|10000771|0711844150034|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000771|18994907002115|BCN31105.CSV|31/10/2025 06:43:04||
|10000771|711844150034|TRF|19/12/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000772|18998888110210|BCN31105.CSV|31/10/2025 06:43:04||
|10000772|8998888110213|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000798|8990090110012|TRF|01/09/2023 00:00:00|TRF|30/10/2025 00:00:00
|10000859|0711844110113|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000859|18994907001637|BCN31105.CSV|31/10/2025 06:43:04||
|10000861|0089686060126|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000861|10089686060123|BCN31105.CSV|31/10/2025 06:43:04||
|10000955|03323908|BCN31105.CSV|31/10/2025 06:43:04||
|10000955|18886030323901|BCN31105.CSV|31/10/2025 06:43:04||
|10000955|8886030323904|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000975|0089686060027|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10000975|10089686060024|BCN31105.CSV|31/10/2025 06:43:04||
|10001014|8990090100150|TRF|07/04/2025 00:00:00|TRF|30/10/2025 00:00:00
